created_at,text,entities__hashtags__text,entities__hashtags__text,
Wed Nov 04 21:33:39 +0000 2015,"#Healthcare #Job alert: Hematology Specialist | Aerotek | #OakBrook, IL https://t.co/RqZHdwlQxo #Jobs #Hiring",Healthcare,Healthcare,1
,,Job,Job,8
,,OakBrook,OakBrook,1
,,Jobs,Jobs,4
,,Hiring,Hiring,7
Wed Nov 04 21:33:40 +0000 2015,What is oil?,,,0
,,,CHWs,1
,,,APHA15,1
,,,BUMBUMP,1
Wed Nov 04 21:33:40 +0000 2015,Happy birthday to you @abrinck2! No two ways about it: you're basically the best friend a girl could… https://t.co/WTvnna8Fkd,,directmarketing,1
,,,digital,1
,,,MultiChannel,1
,,,LoveIndy,1
Wed Nov 04 21:33:40 +0000 2015,Standing-O for 9 student athletes to continue their athletic careers in college @IHSAA1 @cg_sports @CGSportsNetwork https://t.co/4Z6MFBHxeG,,myASU19,1
,,,ForzaBarca,1
,,,HUMP,4
,,,Regrets,1
Wed Nov 04 21:33:41 +0000 2015,"We're talking #CHWs at the closing session! Thank you, Camara Jones!!! #APHA15",CHWs,BB4NYCFC,1
,,APHA15,thankyou,1
,,,Manufacturing,1
,,,job,8
Wed Nov 04 21:33:41 +0000 2015,"I'm out my body, ion wanna talk until tomorrow",,KellyJobs,1
,,,Bloomington,1
,,,Hospitality,1
,,,Trafalgar,1
Wed Nov 04 21:33:42 +0000 2015,The TL's reaction to Ward being off Cotto-Canelo card https://t.co/R9N7Ek2VAN,,CareerArc,4
,,,PPD,1
,,,PMHC15,1
,,,Retail,2
Wed Nov 04 21:33:43 +0000 2015,@AshtonKing7 😂😂😂 https://t.co/lKYs9CRr10,,OakPark,1
,,,Chicago,5
,,,Accounting,1
,,,نجران_الان,1
Wed Nov 04 21:33:44 +0000 2015,@MacCrable will u go out w me?,,OneFinalTeam,1
,,,prompose,1
,,,latergram,1
,,,LlamaLove,1
Wed Nov 04 21:33:45 +0000 2015,Join us Sunday for our Music in the Neighborhood Concert at the @2ndpresbyterian: https://t.co/vr0EL2P4hs. https://t.co/6uGNEnvZZu,,llama,1
,,,LlamasAreLife,1
,,,rideblue,1
,,,bluebikes,1
Wed Nov 04 21:33:49 +0000 2015,Κάτσε καλα.Μία εκκλησια είχαμε κι εμείς μας την πήραν οι αριστεροί.What the hell !,,biking,1
,,,nick,1
,,,JeunesAuTravail,1
,,,blessed,1
Wed Nov 04 21:33:50 +0000 2015,Loving America means not pretending that everything us A-OK.   https://t.co/JuwEEh32pU,,javascript,1
,,,616Entertainment,1
,,,wellingwilliamstour,1
,,,chicago,5
Wed Nov 04 21:33:51 +0000 2015,This will forever remind me of you @aml3ander 😂 https://t.co/Q1J5OBMMyI,,bewello,1
,,,PCSinterns,1
,,,ReparationsNow,1
,,,Buildthewall,1
Wed Nov 04 21:33:53 +0000 2015,Cracker Barrel > IHOP > Waffle House  Don't argue with me.,,Finance,1
,,,numnum,1
,,,NowPlaying,1
,,,JonathanGreer,1
Wed Nov 04 21:33:54 +0000 2015,👀👀👀 https://t.co/IP6JjQhJ4B,,ForMyGood,1
,,,NewMusic,1
,,,NewSingle,1
,,,GodWillComeThrough,1
Wed Nov 04 21:33:55 +0000 2015,@benfowlkesMMA Two fighers/brothers jumped another fighter in a hotel. How surprised are you that they are not the Brothers Diaz?,,IllegalizeIt,1
,,,puremichigan,1
,,,MountPleasant,1
,,,Beautiful,1
Wed Nov 04 21:33:57 +0000 2015,@WhennBoys his twin https://t.co/kjvvGXzd6i,,Wce,1
,,,local,1
,,,PrisonIndustrialComplex,1
,,,timeline,1
Wed Nov 04 21:33:58 +0000 2015,Hoosier Survey: @GovPenceIN approval rating below 50 percent https://t.co/vWbjD2i8P4 -- Analysis on WISH-TV at 6:30. https://t.co/GlbG04uX35,,slavery,1
,,,MassIncarceration,1
,,,WarOnDrugs,1
,,,TheNewJimCrow,1
Wed Nov 04 21:34:00 +0000 2015,atleast tmrw is thursday,,BlackLivesMatter,2
,,,Reading,1
,,,Books,1
,,,artatpurdue,1
Wed Nov 04 21:34:01 +0000 2015,downloading the acapella app for 20 seconds before realizing you can't sing,,3dprinting,1
,,,3DPrintingTrends,1
,,,hiring,7
,,,QA,1
Wed Nov 04 21:34:03 +0000 2015,When you're basic and everyone knows it https://t.co/CsfeTbTxbY,,Aurora,1
,,,NewAgeSlavery,1
,,,,
,,,,
Wed Nov 04 21:34:03 +0000 2015,Only watch HD https://t.co/fhP5bvSza8,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:04 +0000 2015,"I am a free bird, up in the clouds ☁️💯 @leachloe_ @ToniMcDaniel20",,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:04 +0000 2015,Tornado must be in Montgomery lol,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:06 +0000 2015,Did I just witnessed a drug trade plus a transgender prostitute being picked up by a pimp on des plaines and Jackson?! I'm dumbfounded...,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:06 +0000 2015,@Laisahs_Tweets that's what I am 😒,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:09 +0000 2015,Motha fucka that bump been ner like a damn nat bit u or some lhh trynna blame somebody nshit 😂😂😂#BUMBUMP,BUMBUMP,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:10 +0000 2015,I am seriously way too stressed out over this ☹️,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:16 +0000 2015,It's been too long since I could pretend I was in a Pitbull music video with my bestfriend or since… https://t.co/0KUKIEHp1X,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:16 +0000 2015,@MsVeracruzXXX awesome,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:18 +0000 2015,"""I was kinda drunk from my family's block party. I had 2 bud lights""",,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:18 +0000 2015,@ElizabethHill99 Niko is a defensive liability...Noah has given us everything over the last few years.  It might b time...,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:18 +0000 2015,@liveurlistnow Thanks for the follow! https://t.co/wxVjUJdYpi inspire ideas using #directmarketing solutions in #digital & #MultiChannel,directmarketing,,
,,digital,,
,,MultiChannel,,
,,,,
Wed Nov 04 21:34:19 +0000 2015,Tattoo number ✌🏻️ https://t.co/zb2LYi2rwj,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:19 +0000 2015,Welcome to Indy @KarlRove & James Carville! We hope you have a great time in the Circle City. #LoveIndy,LoveIndy,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:19 +0000 2015,"To quote the wise old man at the Doctor's office ""GODDAMN what a beautiful day!""",,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:20 +0000 2015,Ok so the wifi is still down 😩 Yes I'm angry because I have things I really need to do but I can't . ugh I'm irritated . #myASU19,myASU19,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:20 +0000 2015,@U93 on the Xbox i downloaded Minecraft and its like $30.00 and i got in trouble...,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:22 +0000 2015,Yesss https://t.co/SLAAdWT6sZ,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:22 +0000 2015,"Neymar & Suarez ya""ll keep ballin men. No more talk #ForzaBarca",ForzaBarca,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:22 +0000 2015,thirsty thursday? 👌🏻🙂,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:24 +0000 2015,@DonnieWahlberg #HUMP,HUMP,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:26 +0000 2015,Fyi: There is nothing wrong with my. I just font feel good. Please stop askig me what's wrong.,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:26 +0000 2015,@Kottka1 I'm gonna Facebook call you again right now,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:26 +0000 2015,Can't go wrong with the all white cocaines  https://t.co/q0Z1Bt8jxk,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:30 +0000 2015,Trying to put up the Christmas lights before this warm weather leaves us… https://t.co/aM70BpVGcX,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:30 +0000 2015,That Olympiakos goal means qualification is pretty much done right? Interesting to see if he goes for 3rd and the Europa. Hope not!,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:31 +0000 2015,@Clint_Black a https://t.co/n2N3bH0yPX,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:32 +0000 2015,@barackobamazz VIEW FRAUD IN NORTHERN ILL DIST COURT 13CV2621 LAWSUIT COMPLAINT 28 DOCUMENT 28 IN COMPARISON TO JUDGE'S ORDERS DOCUMENT 48,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:32 +0000 2015,I routinely forget to cross it out of screencaps. Why is this an issue. https://t.co/79BL7p96bx,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:33 +0000 2015,Los sueños algún día llegan (@ Historic site of Ludwig Mies van der Rohe's former residence) https://t.co/YJuSePm1xn https://t.co/IW0Ze8CTF8,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:34 +0000 2015,3 year olds already getting compared. Yall psycho.,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:36 +0000 2015,"I wish people interacted with me more on here. I don't bite.....hard.  Okay I lied.  Yes, yes I do. 🌚",,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:38 +0000 2015,Is that the only reason?,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:39 +0000 2015,mfs be doing hella extra,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:39 +0000 2015,@D1P3M but we have great pizza,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:43 +0000 2015,Jania my bitch. 😇,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:44 +0000 2015,Dont live by #Regrets do what you can 😎😎😎😎😎,Regrets,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:44 +0000 2015,Shady will always be number 1 in my heart,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:46 +0000 2015,@mmoutafides Δεν υπάρχει ή υποκρισία τους,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:47 +0000 2015,@auntsally_6 Chris Paul is the best,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:49 +0000 2015,rather just give a lot of this shit up,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:51 +0000 2015,@runner_moments way to find a tweet from forever ago😂,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:54 +0000 2015,Home alone for 5 minutes t up,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:34:54 +0000 2015,@Mendez_FC @SoccerMorning @KHeneage #BB4NYCFC?,BB4NYCFC,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:00 +0000 2015,Coffee crashes make afternoons brutal 💀,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:01 +0000 2015,Only highlight about working late tonight. I don't have to work at spare keys! #thankyou,thankyou,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:02 +0000 2015,Happy birthday @PrincessTravy__! 🎉😆,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:03 +0000 2015,"This #Manufacturing #job might be a great fit for you: Packaging Support - https://t.co/TCrljziUqx #KellyJobs #Bloomington, IL #Hiring",Manufacturing,,
,,job,,
,,KellyJobs,,
,,Bloomington,,
,,Hiring,,
Wed Nov 04 21:35:04 +0000 2015,@DonnieWahlberg #HUMP,HUMP,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:04 +0000 2015,"Join the Speedway team! See our latest #Hospitality #job opening here: https://t.co/rK8M828E3J #Trafalgar, IN #Hiring #CareerArc",Hospitality,,
,,job,,
,,Trafalgar,,
,,Hiring,,
,,CareerArc,,
Wed Nov 04 21:35:05 +0000 2015,@Laisahs_Tweets well no wonder why it's been the way it has lol 💁🏽,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:05 +0000 2015,https://t.co/h3xp7AsLLQ https://t.co/sl6Wc9f3eK,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:06 +0000 2015,@indystartony should be 0%,,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:10 +0000 2015,"When you want something you've never had, you've got to do something you've never done.",,,
,,,,
,,,,
,,,,
Wed Nov 04 21:35:10 +0000 2015,"@MoonVertigoYEG Look on bright side, if that does happen, he gets 1/2 season experience and you get another lottery pick .",,,
,,,,
,,,,
,,,,
