created_at,text,entities__hashtags__text,entities__hashtags__text,
Tue Nov 03 21:20:43 +0000 2015,"This #Sales #job might be a great fit for you: Seasonal Cosmetics Beauty Advisor, Part Time: Macy's Laurel Plaza - https://t.co/Peht9SVT2J",Sales,Sales,2
,,job,job,20
,,,,0
,,,codyfam,1
Tue Nov 03 21:20:46 +0000 2015,@bfitchnj not entering just getting it out there..,,bts,1
,,,vscocam,1
,,,survivalmode,1
,,,LosAngeles,11
Tue Nov 03 21:20:46 +0000 2015,Look back what I said early this year and what I said was true af,,Nursing,5
,,,Job,20
,,,Jobs,11
,,,Hiring,16
Tue Nov 03 21:20:47 +0000 2015,@WitnessLaron it wasn't just a dream bro. But what's next?,,CareerArc,9
,,,thecharmings,1
,,,WFS,1
,,,bestlife,1
Tue Nov 03 21:20:47 +0000 2015,Not a bad first day on set! #codyfam #bts #vscocam @ City of Los Angeles https://t.co/0y4FAhIuAR,codyfam,Chilis40,1
,,bts,chilislove,1
,,vscocam,Retail,2
,,,ChinoHills,1
Tue Nov 03 21:20:48 +0000 2015,New discovery: persimmon allergy,,Automotive,1
,,,LOSANGELES,11
,,,GGMU,1
,,,fit,1
Tue Nov 03 21:20:49 +0000 2015,"""Can you not?""",,Torrance,2
,,,SantaMonica,1
,,,MeatballARooney,1
,,,TheOC,1
Tue Nov 03 21:20:52 +0000 2015,Elizabeth Warren Warns Democrats Against Wall Street Defections https://t.co/ciqBayYqKV,,Engineering,1
,,,TacoTuesday,1
,,,emoji,1
,,,HashemiLaw,1
Tue Nov 03 21:20:53 +0000 2015,Whaaat *goes and buy a whole big box of crayons* #survivalmode https://t.co/M4uycpjjrs,survivalmode,BetterCallHash,1
,,,Lawyer,1
,,,Attorney,1
,,,VariousUSCities,2
Tue Nov 03 21:20:54 +0000 2015,AnyPen Technology with the Yoga Tablet 3 even allows you to write with a… https://t.co/eztEnJPAhP,,Legal,2
,,,wrestling,1
,,,printlife,1
,,,CulverCity,1
Tue Nov 03 21:20:55 +0000 2015,Bouncy balls do damage @hbrad31 @jillian_xox03,,IT,2
,,,CADrought,1
,,,ASU,1
,,,mentalpatient,1
Tue Nov 03 21:20:55 +0000 2015,"#LosAngeles, CA #Nursing #Job: RN-CV DOU at White Memorial Medical Center https://t.co/g7YbSbyeQN #Jobs #Hiring #CareerArc",LosAngeles,hiring,16
,,Nursing,Healthcare,3
,,Job,Pasadena,2
,,Jobs,420ALLDAY,1
,,Hiring,LOOSINGFOCUS,1
,,CareerArc,SMOKEWEED,1
Tue Nov 03 21:20:55 +0000 2015,Wazza!!!!!!! What a piece of play by Carrick and Lingard!,,smokinthatbomb,1
,,,thatloud,1
,,,Entertainment,1
,,,WoodlandHills,1
Tue Nov 03 21:20:55 +0000 2015,#thecharmings ❤️❤️@drewmarasco https://t.co/WL2QOIEtim,thecharmings,Hospitality,2
,,,freshmen15,1
,,,TheMindyProject,1
,,,HalaMadrid,1
Tue Nov 03 21:20:56 +0000 2015,Making stupid mistakes on my stats quiz 😭🔫,,ChampionsLeague,1
,,,Transportation,1
,,,LYNWOOD,1
,,,fallishere,1
Tue Nov 03 21:20:56 +0000 2015,I realized  next Tuesday is not only my birthday day BUT  (hopefully!🙏🏻) @SUP3RFRUIT will be uploading a video. What else could a girl need!,,cyclingthroughhollywood,1
,,,4v1,1
,,,veteransday,1
,,,nursingjobs,1
Tue Nov 03 21:20:57 +0000 2015,I followed with it was for dia de los muertos. and she was like OMG OMG OMG it's okay YO HABLO ESPAÑOL,,MUfc,2
,,,LetsMakeAPodRacer,1
,,,Friday,1
,,,chefsalad,1
Tue Nov 03 21:21:00 +0000 2015,"Getting ready for LA18 TV :) @ Los Angeles, California https://t.co/fKseVVYXj7",,KuntasGrooveSessions,1
,,,RanchoPalosVerdes,1
,,,FacilitiesMgmt,1
,,,NoQueremosCorazonesNiMeGusta,1
Tue Nov 03 21:21:00 +0000 2015,@SpaceGerrit & maybe study up more on civil liberties if you want to use that defense while endorsing denying other people's rights.,,NoGi,1
,,,CharlesGarabedian,1
,,,paintings,1
,,,MUFC,2
Tue Nov 03 21:21:00 +0000 2015,NMC - Fall 2015. Inspiring 36 new leaders and building for our future!! #WFS! #bestlife #Chilis40 #chilislove https://t.co/XR41HJGmiH,WFS,kajiemepowell,1
,,bestlife,FTP,1
,,Chilis40,BlackLivesMatter,1
,,chilislove,LongBeach,1
Tue Nov 03 21:21:01 +0000 2015,Lunch time 🍴 https://t.co/hRq76rs6KY,,Veterans,2
,,,glendale,2
,,,skyporn,1
,,,professionalgrowth,1
Tue Nov 03 21:21:01 +0000 2015,"This #Retail #job might be a great fit for you: Store Seasonal Employee - https://t.co/z9S9nFVZA2 #ChinoHills, CA #Hiring",Retail,careertips,1
,,job,SFGiants,1
,,ChinoHills,emblem3now,1
,,Hiring,trustissues,1
Tue Nov 03 21:21:01 +0000 2015,"TCi Tire Centers #Automotive #Job: Tire Tech 2 (#LOSANGELES, CA) https://t.co/FZu7viawOG #Jobs #Hiring #CareerArc",Automotive,premiumstars,1
,,Job,IAmLenovo,1
,,LOSANGELES,nationalsandwichday,1
,,Jobs,daytrippin,1
,,Hiring,hollywoodtours,1
,,CareerArc,surfcitystreetfair,1
Tue Nov 03 21:21:02 +0000 2015,I love this coldish weather. 😍 sweater weather makes me happy.,,NoShaveNovember,1
,,,tuesdayadventures,1
,,,Glendale,2
,,,Godspeakstomethroughnature,1
Tue Nov 03 21:21:02 +0000 2015,On the plane about to head out to Romania!!! 🇹🇩 please keep this trip and especially these kids in… https://t.co/zNvbHOAW9R,,starbucks,1
,,,NationalSandwhichDay,1
,,,AFP,1
,,,WFG,1
Tue Nov 03 21:21:04 +0000 2015,we build this shit from the ground up and now it's pretty sad we got to see it fall,,calabasasoffice,1
,,,technology,1
,,,DiabetesAwarenessMonth,1
,,,T1D,1
Tue Nov 03 21:21:04 +0000 2015,Rooney with a resounding EAT A DICK to his critics! No nil nil draw today!!! #GGMU,GGMU,cancer,1
,,,LGBFlyIn15,1
,,,cryo,1
,,,cryocenterla,1
Tue Nov 03 21:21:04 +0000 2015,I think T is gunna surprise me with my shoes 😩😁🤔,,chillin,1
,,,chillout,1
,,,selfie,1
,,,SoCal,1
Tue Nov 03 21:21:05 +0000 2015,Catch me on a night of fun and celebrity drop in... Turnup event is a night you don't want to miss @Hahacafecomedy https://t.co/uUvgEZtBAN,,livinincali,1
,,,t4f,1
,,,f4f,1
,,,followme,1
Tue Nov 03 21:21:05 +0000 2015,@IndraNooyi big welcome! 🙌,,followback,1
,,,stylist,1
,,,jewelry,1
,,,jenniferfisher,1
Tue Nov 03 21:21:06 +0000 2015,Pants half down? What on earth were you auditioning for?  https://t.co/Ndjako8Nra,,kimberlybaker,1
,,,kellywearstler,1
,,,losangeles,11
,,,picoftheday,1
Tue Nov 03 21:21:06 +0000 2015,@BP_VR thank you <3,,instagood,1
,,,clouds,1
,,,lifeisstrangegame,1
,,,lis,1
Tue Nov 03 21:21:07 +0000 2015,"Feeling fierce today. #fit 💪🏽👠 @ Los Angeles, California https://t.co/dd5mKhWaUL",fit,maxcaulfieldcosplay,1
,,,maxcaulfield,1
,,,scumbags,1
,,,Waterworld,1
Tue Nov 03 21:21:07 +0000 2015,The 49ers and Raiders have reversed roles,,hogwarts,1
,,,harrypotter,1
,,,,
,,,,
Tue Nov 03 21:21:08 +0000 2015,@ChrisOflyng 😝🌈🦄,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:08 +0000 2015,あんがい必要なGPA高くなくて安心😌,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:09 +0000 2015,"This #Nursing #job might be a great fit for you: Registered Nurse Float Pool ( On Call - Days ) - https://t.co/ByhCsIT2AZ #Torrance, CA",Nursing,,
,,job,,
,,Torrance,,
,,,,
Tue Nov 03 21:21:09 +0000 2015,@itsa_talia also you're ridiculous. Guys don't care about feminism in just the right way that pleases you or they don't express their caring,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:09 +0000 2015,boss bought us lunch today 😊,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:10 +0000 2015,Not looking forward to walking home when it's dark in the rain,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:11 +0000 2015,https://t.co/QJkWk9ObtY,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:11 +0000 2015,"In your next of the woods, no less. @PedegoSM #SantaMonica",SantaMonica,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:12 +0000 2015,So this is the default lineup FanDuel gives to people who win a bid to the million dollar tourney. That's dirty. https://t.co/ZiQgVISkTD,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:12 +0000 2015,I fucken hate people who are bad at texing like why do I even have your number again? Not like your guna tex back 😒,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:12 +0000 2015,@LakersNation Lebron knows he's still better than him,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:13 +0000 2015,"Rule 1. IF SOMEBODY INSULTS YOU,THEN YOU HAVE TO FIGHT HIM",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:21:13 +0000 2015,"No, no soy violenta. Pero te has ganado mi puño, en tu cara.",,,
,,,,
