created_at,text,entities__hashtags__text,entities__hashtags__text,
Mon Nov 09 20:59:06 +0000 2015,"Just finished #womenofthehour: I haven't exercised in 7 months either, truly comforting to know I'm not alone @lenadunham",womenofthehour,COPAKE,1
,,,StarbucksRedCup,1
,,,MerryChristmasStarbucks,1
,,,1u,1
Mon Nov 09 20:59:07 +0000 2015,@NetsDaily who fire the coach fire the gm he put this team together and now us as fans who pay to see them have to suffer #FireBillyKing,FireBillyKing,Banking,1
,,,cfgjobs,1
,,,Art,1
,,,NettempsJobs,1
Mon Nov 09 20:59:07 +0000 2015,The best part of my vacation is this little man right here #nephew #mylove https://t.co/WrRParGkIJ,nephew,VoicelessMusicRadio,1
,,mylove,JohnFKennedy,1
,,,AllegianceBway,1
,,,BryantPark,1
Mon Nov 09 20:59:08 +0000 2015,"""We saw worker coops beyond 50 ppl started to have a disconnect between the shop floor and mangament, a union can help"" -KB @1worker1vote",,BUILDseries,3
,,,DonnyOnUSA,2
,,,Eagles,1
,,,Blockadia,1
Mon Nov 09 20:59:10 +0000 2015,Why do aliens creep people out lol,,Relax,1
,,,NewYorkCity,2
,,,attheendoftheday,1
,,,MadeInTheAM,1
Mon Nov 09 20:59:11 +0000 2015,why isn't he responding I thought he wanted smoke :((,,chickensoupforthesoul,1
,,,4DaysUntilMITAM,1
,,,EndOfTheDay,1
,,,paigematic,1
Mon Nov 09 20:59:12 +0000 2015,"@prAna Checking out your clothes - thinking a few will make it on to my #Christmas list, I've been a #goodgirl",Christmas,psmoke,1
,,goodgirl,dadlife,1
,,,datface,1
,,,UN,1
Mon Nov 09 20:59:12 +0000 2015,She know I'm about my money.,,climate,1
,,,development,1
,,,poverty,1
,,,climatechange,1
Mon Nov 09 20:59:12 +0000 2015,@kidsarecruel 😘😘😘,,RTZ,1
,,,FAVs,1
,,,NY,1
,,,15anos,1
Mon Nov 09 20:59:15 +0000 2015,"We're #hiring! Click to apply: SAT Instructor - Merrick, NY - https://t.co/VJvpX7lVhu #Education #VirtualNYCity, NY #Job #Jobs #CareerArc",hiring,NYG,1
,,Education,MITAM,1
,,VirtualNYCity,4DaysUntiIMITAM,1
,,Job,MondaysIn5Words,1
,,Jobs,WARDROBS,1
,,CareerArc,Marquee,1
Mon Nov 09 20:59:16 +0000 2015,@realshawnisaac please resend! zkukoff [at] https://t.co/FjhSBQBppJ,,corrupt,1
,,,sorrylacie,1
,,,mygal,1
,,,LarryStylinson,1
Mon Nov 09 20:59:17 +0000 2015,my attitude sucks,,LarryIsReal,1
,,,Nostalgia,1
,,,tourwithLevys,1
,,,GreatMeadows,1
Mon Nov 09 20:59:17 +0000 2015,Lmaoooooo https://t.co/UdMNn1OXB5,,cheese,1
,,,menu,1
,,,Espiritualidad,1
,,,BuenasEnergias,1
,,,Astros,1
Mon Nov 09 20:59:17 +0000 2015,"Celebrating the 240 years of United States Marine Corp.  With Mark Johnson, Roger Rigolli, Joe… https://t.co/XlssQS0LzG",,MIDDLEBURY,1
,,,Sales,1
,,,Marketing,2
,,,TacoEmojiEngine,1
Mon Nov 09 20:59:19 +0000 2015,@KoKane_FTLRD @kidsarecruel lol foh 😒,,SharingEconomy,1
,,,NewEconomyWeek,1
,,,Tennessee,1
,,,glamourmagazine,1
Mon Nov 09 20:59:20 +0000 2015,"Porque no, me gusta salir y pasarla bien no estar, de novio me gusta disfrutar",,womenoftheyear,1
,,,humanrights,1
,,,NEWYORK,7
,,,innovation,1
Mon Nov 09 20:59:20 +0000 2015,"I'm at Mathnasium in New York, NY https://t.co/vFPWo7022Q",,diversity,2
,,,Tech808,1
,,,VSCO,1
,,,Jets,1
Mon Nov 09 20:59:22 +0000 2015,Why is Baby Hitler trending ?,,Teaneck,1
,,,LGBTI,1
,,,Honeoye,1
,,,winteriscoming,1
Mon Nov 09 20:59:22 +0000 2015,ELLEN IS STARTING NOW SKKDKD,,redcup,1
,,,controversial,1
,,,Giants,1
,,,NFL,1
Mon Nov 09 20:59:23 +0000 2015,Want to work in ? View our latest opening: https://t.co/JS9tIAi09x #Hospitality #Veterans #Job #Jobs #Hiring #CareerArc,Hospitality,,
,,Veterans,,
,,Job,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 20:59:24 +0000 2015,question to ask on the first date: what is your taste in memes,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:24 +0000 2015,"Get well soon, your play was incredible for a rookie, come back next year stronger than ever, DROTY in my books ✊ https://t.co/n5cgkpShKc",,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:24 +0000 2015,"Just saw the tourney bracket, actually crine.",,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:26 +0000 2015,This year I'm going to tell my family what I'm truly thankful for... my improved selfie game,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:28 +0000 2015,Everyone is getting sick..😷,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:31 +0000 2015,@dddestany @TheChainsmokers WE ARE A PERFECT MATCH,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:31 +0000 2015,🙃😒🙄😄😡 https://t.co/kz9xxS1Tls,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:31 +0000 2015,I was so hoping Adam would be in Zoolander 2. Looks like they got the Biebs. Damn.,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:32 +0000 2015,"""Y nena lo he superado y creo que deberías ser algo, no quiero volver y creo que deberías saberlo"" #LoveYourself",LoveYourself,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:33 +0000 2015,@artivest  https://t.co/R7cXR1uYUO,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:34 +0000 2015,TensorFlow  #Google #Opensource #AI https://t.co/iv97gBvhNy,Google,,
,,Opensource,,
,,AI,,
,,,,
Mon Nov 09 20:59:34 +0000 2015,To ruin resolution in God is the devils chores   Even in Shelton,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:37 +0000 2015,Vision becomes reality 💪🏾😎👍🏾 #motivation #nyc #marketing #inspiration #work #mindset #selfdevelopment… https://t.co/ogMZHJeg1o,motivation,,
,,nyc,,
,,marketing,,
,,inspiration,,
,,work,,
,,mindset,,
,,selfdevelopment,,
Mon Nov 09 20:59:39 +0000 2015,Listen up #localbusiness - dispelling #advertising myths here that could result in more $ to you! #SMB #ad https://t.co/xXBWPZBOiU,localbusiness,,
,,advertising,,
,,SMB,,
,,ad,,
Mon Nov 09 20:59:41 +0000 2015,Mira quien llego el marido e tu mujer,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:42 +0000 2015,Why doesn't this game of thrones coloring book come with a box of red crayons? #got #STRAND https://t.co/zAsO7vWHb6,got,,
,,STRAND,,
,,,,
,,,,
Mon Nov 09 20:59:43 +0000 2015,Afternoons after work 🙌🏼🍓🌼 https://t.co/FfCdszblsg,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:43 +0000 2015,@iamironwolf @kidsmoove @zaire2005  bro stfu with your bullshit. The ppl i have on PLAY GAMES and thats proven fact,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:43 +0000 2015,@RikkYorkxxx: Soon @LucasEnt - Hot exclusive @XXXDylanJames pounds @RikkYorkxxx ’s hole raw https://t.co/FZOqrGbw8k,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:44 +0000 2015,Got so much to do before surgery next week...at least there's #lollipops oh and an apple #healthyeating https://t.co/9KYClBwoi8,lollipops,,
,,healthyeating,,
,,,,
,,,,
Mon Nov 09 20:59:45 +0000 2015,Selfie time!  @vocativ #vocativ #thenewyorkcitymariachiinc #nycmc #nycmariachi #mariachinyc… https://t.co/zmInVMyHmR,vocativ,,
,,thenewyorkcitymariachiinc,,
,,nycmc,,
,,nycmariachi,,
,,mariachinyc,,
Mon Nov 09 20:59:46 +0000 2015,Watching your dog walk by with the dogwalker as you drink coffee in the park with a friend...Puritan work ethic CRINGE! #lazy,lazy,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:46 +0000 2015,Heading out for some dinner in Manhattan. @ Queen Ny/ Roosvelt Ave https://t.co/VJ01RUeDgP,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:48 +0000 2015,"Bitch, where you when I was walking ?",,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:48 +0000 2015,@kaufdrop36 You too sweetie!😉,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:48 +0000 2015,@maddow #Aye to Congress' bill to fund CDC study on HS football safety! But @GOP hypocrisy blocking the same on gun violence is outrageous.,Aye,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:48 +0000 2015,@frankchartrand Design or all of BuzzFeed?,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:48 +0000 2015,Yes!!!! 😡 https://t.co/wwQRqXnMLy,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:49 +0000 2015,https://t.co/IfEPwQyqQA,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:50 +0000 2015,I don't know what's going on. All I do know is that I feel like wearing my winter coat and acting… https://t.co/ARu2Gkswtr,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:50 +0000 2015,"Siblings living in all different cities across NY is not conducive to celebrating birthdays we still haven't done nicks, his is in February",,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:51 +0000 2015,The beginning of something new.... @ B R O O K L Y N!* https://t.co/oy6SagiKAT,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:51 +0000 2015,@VictoriasSecret I got $27 worth of underwear today and didn't get any secret rewards cards :(,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:51 +0000 2015,Whining in Williamsburg,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:51 +0000 2015,#Repost @regveneziano  #immaculateconception in the #eastvillage #noho #newyorkcity #streetart… https://t.co/q709DGUDyI,Repost,,
,,immaculateconception,,
,,eastvillage,,
,,noho,,
,,newyorkcity,,
,,streetart,,
Mon Nov 09 20:59:52 +0000 2015,@sybbbx0 8-9 depends on shoe. Most of my stuff is 8.5-9,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:52 +0000 2015,@johngorrow @angelaril2 ummm... Thank you? 😄,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:52 +0000 2015,Being little spoon is way more fun,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:52 +0000 2015,サッカーの練習を待つ間、二号の同級生のお母さんとそのお友達とお喋りしたのだが、二人とも超金持ちの予感。同級生は高級住宅地に２エーカーの土地。そのお友達は家に毎週サッカーコーチを呼んで子供にレッスンしてもらってるそうな。ナニー（乳母）もいるそうな。へ～。,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:52 +0000 2015,WATCH: Pentagon Plan to Close #Gitmo Due This Week - https://t.co/jW50lViuyU via .@foxandfriends w/@mjgranger1 @SpeakerRyan @RepLeeZeldin RT,Gitmo,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:53 +0000 2015,"""si tanto te gusta la forma en que te ves, vé y amate a ti misma"" #loveyourself",loveyourself,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:53 +0000 2015,Roshi: Ok Ra's do you get how to tank?  Ra's: Yep. I got this.  -3 minutes later- Ra's scrunched up on the ground while Rhoshi applies heal,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:54 +0000 2015,I waaaaaaant  https://t.co/9ozWdmXgB0,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:55 +0000 2015,From @ga_urbanfit aka GABanx $$$ #music Soundcloudcom g-a-day ReverbnationGabanx $$$ #UrbanFitPick⚡🙌… https://t.co/h39dC4POop,music,,
,,UrbanFitPick,,
,,,,
,,,,
Mon Nov 09 20:59:55 +0000 2015,"Regarding that last tweet, this shirt is probably too tight.....",,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:55 +0000 2015,Love the funk sound @ThomasRhett #IFeelGood Those @youtube commentors are hating about him turning his back on country.,IFeelGood,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:56 +0000 2015,ur welcome😊😂 https://t.co/RGvPCqpJv7,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:57 +0000 2015,Karlie Kloss is 6'1 that's pussy power right there,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:57 +0000 2015,ELLEN IS ON 🎉🎉🎉🎉,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:58 +0000 2015,Sad to see that Hicks is out for the season,,,
,,,,
,,,,
,,,,
Mon Nov 09 20:59:59 +0000 2015,"Nossa alucicrazyyyyyy total esse lugar (@ Apple Store, Fifth Avenue in New York, NY) https://t.co/5UZEJPtnGX",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:00 +0000 2015,A clear representation of how my life has turned out https://t.co/U6TqRtJ3uy,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:00 +0000 2015,@bcmiyah about to do what I've had to do since fourth period. 😊😊,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:00 +0000 2015,“Acordar” TÁ ESTREANDO PELA SEGUNDA VEZ! AGORA É A VERSÃO MADE IN BÓSNIA E HERZEGOVINA  #PavêNoMTVHits,PavêNoMTVHits,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:00 +0000 2015,"Want to work in #Peru, NY? View our latest opening: https://t.co/a6SjSDcXFS #Job #Veterans #Jobs #Hiring #CareerArc",Peru,,
,,Job,,
,,Veterans,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:00:01 +0000 2015,Current Presidential Poll Standings https://t.co/k4Ab2SK5g1 #Election2017,Election2017,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:01 +0000 2015,First day all year where I haven't been overwhelmed with stress 😍,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:01 +0000 2015,#Healthiestlife https://t.co/lRxoA75UCE,Healthiestlife,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:02 +0000 2015,Gn https://t.co/rjZ6oAXaDN,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:02 +0000 2015,jonmstan and @ryanscocktails taken a little break from the @pacificstandard grind to #nightlyshow… https://t.co/LZjc6K0v44,nightlyshow,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:03 +0000 2015,"Wind 2.4 mph S. Barometer 30.357 in, Falling. Temperature 53.9 °F. Rain today 0.00 in. Humidity 46%",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:04 +0000 2015,@whitneydevlin Thank you Whitney! Prayers much appreciated. I expect to be out and about shortly creating havoc again throughout NYC . . .,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:05 +0000 2015,@tacobell 🌮 + 🏁,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:05 +0000 2015,BEST thing about @SingaporeAir 's New Premium Economy? Champagne...  Travel In Style! #NYCTravelMassive #NYC #Travel https://t.co/fsbvjToxzI,NYCTravelMassive,,
,,NYC,,
,,Travel,,
,,,,
Mon Nov 09 21:00:06 +0000 2015,Bo3 Demo?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:06 +0000 2015,【y u n g bullz】 @ Blast Off Productions https://t.co/bafiqyrACN,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:06 +0000 2015,Smiling so much it actually hurts😆😋,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:06 +0000 2015,Y serán más años de estar aquí por @Aylin_Mujica 👌 ¡Siempre con ella desde el primer día!💕 https://t.co/cBgt3g4H6S,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:07 +0000 2015,home is where the heart 💛 is.   & now I (finally) get that. @ Central Station NYC https://t.co/DyWxhHmh3b,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:08 +0000 2015,I want these ! 😍😫 https://t.co/r5oyB4bWfE,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:08 +0000 2015,❤️ hopesolo @ LOVE Sculpture https://t.co/1AEiim51pG,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:09 +0000 2015,Current Political Poll Standings https://t.co/OsFIM1A77B #Election,Election,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:09 +0000 2015,"Por muito tempo me preocupei com opiniões, hoje em dia nem me preocupa saber se andam falando de mim. IDGAF!",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:10 +0000 2015,#Drake #Future #Jumpman 💎 @ Washington Heights 187St https://t.co/8o9c1qu7hE,Drake,,
,,Future,,
,,Jumpman,,
,,,,
Mon Nov 09 21:00:11 +0000 2015,Excited to be presenting some #ux research this evening in #nyc! https://t.co/gDRttyCNP3,ux,,
,,nyc,,
,,,,
,,,,
Mon Nov 09 21:00:11 +0000 2015,"Objecutive, Inc is hiring! DATABASE DEVELO #jobs in FORT LEE Apply today https://t.co/W3KN9nHwsx",jobs,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:11 +0000 2015,@larsloving also a stick n poke on my ankle but it's just dots,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:12 +0000 2015,@luke_brooks forever wishing at your follow boo.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:12 +0000 2015,"@iamclacky James Hersey and High Highs at @bowerypresents (Nov 11, 2015) https://t.co/f2iuYn6152",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:13 +0000 2015,"change you mind, change your life..",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:13 +0000 2015,@wandeRlupeRon24 Yo trabajo para TV Dominicana? jajajaja mano esa gente son uno macos.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:13 +0000 2015,what's real about you if your always high.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:13 +0000 2015,Who the FUCK is 925-965-0903,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:14 +0000 2015,Haha true https://t.co/agdFHcptuC,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:14 +0000 2015,@iamironwolf @kidsmoove @zaire2005 your afraid and listen to the commands of another man over the internet. Aint shit you can say,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:15 +0000 2015,YAYYYY https://t.co/2DhDnA9RBI,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:16 +0000 2015,@ACAllAmericans that makes sense as so why he was holding his chest right before he went to the sideline,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:16 +0000 2015,@accessibilityoz @ViscardiCenter. Great event! Thanks for including me.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:16 +0000 2015,Latest Presidential Polls 2016 https://t.co/i0hIqRnoP4 #Election2018,Election2018,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:17 +0000 2015,Veterans Day on Wednesday,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:17 +0000 2015,I gotta stop getting into heavy ethical debates on yik yak,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:19 +0000 2015,Hate that people can't drive normally and they end up causing so much traffic for others 🙄🙄,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:19 +0000 2015,"New post on @thirstynyc : Where to Go for NY Cider Week, drinking @wassailnyc @queenskickshaw… https://t.co/3cvTn48m1z",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:19 +0000 2015,@fordott25 nahhhh much love,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:20 +0000 2015,@TheAfleetAlex @Centennial_Farm we should go visit before he moves to Gulf Stream,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:21 +0000 2015,I want to be ripped apart like prey,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:21 +0000 2015,.@EnviroAction .@sierraclub NY pipeline warriors stopped work on AIM pipeline early today #StopSpectra #resistaim https://t.co/vFM7nPmsvO,StopSpectra,,
,,resistaim,,
,,,,
,,,,
Mon Nov 09 21:00:21 +0000 2015,I could sleep all day,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:21 +0000 2015,Cheira tanto a canela,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:23 +0000 2015,How can I be kinder today?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:23 +0000 2015,Latest Poll on Presidential Race https://t.co/dGX0lQgxra #Election,Election,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:24 +0000 2015,@beerxpapi I'm actually considering this,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:24 +0000 2015,Also Ra's has adopted the Goobue sproutling as his legal child.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:24 +0000 2015,Change comes when you start messing with the oppressors pockets. Let this all be a lesson.  #Mizzou #BlackFriday #BlackLivesMatter,Mizzou,,
,,BlackFriday,,
,,BlackLivesMatter,,
,,,,
Mon Nov 09 21:00:24 +0000 2015,Everything's so bitter sweet rn,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:25 +0000 2015,So happy for you😘@itsenriquegil & @lizasoberano When is this? @sioPAUdeArco  https://t.co/q91odE7imM,,,
,,,,
,,,,
,,,,
