created_at,text,entities__hashtags__text,entities__hashtags__text,
Fri Nov 06 21:31:12 +0000 2015,I do my ab workouts right outta the shower.,,,
,,,idiocracyishappening,1
,,,Saginaw,1
,,,Healthcare,2
Fri Nov 06 21:31:12 +0000 2015,You wish you were me 💅🏻👸🏼,,Job,11
,,,Jobs,8
,,,Hiring,11
,,,CareerArc,3
Fri Nov 06 21:31:14 +0000 2015,has anyone bothered to understand one point about Ben Carson and his little lie? West Point doesn't have scholarships. #idiocracyishappening,idiocracyishappening,PuertoVallarta,1
,,,hiring,11
,,,job,11
,,,bitchface,1
Fri Nov 06 21:31:15 +0000 2015,I serve the base I serve the base,,fall,1
,,,makeup,1
,,,selfie,1
,,,art,1
Fri Nov 06 21:31:15 +0000 2015,@cannanpricer @akdyer75 I HATE WHEN CANNAN TEXTS ME AND IS RUDE TO ME!!,,birds,1
,,,hawk,1
,,,chill,1
,,,office,1
Fri Nov 06 21:31:15 +0000 2015,Found these gems. Crazy to think this is our last game at ole bearcat stadium. Too many memories shared w/ y'all. https://t.co/vXp8HWdull,,vibe,1
,,,collegelife,1
,,,Government,1
,,,Garland,1
,,,susangkomen3day,1
,,,DECAMonth,1
,,,EpicDECAPartner,1
,,,EpicOfficerTeam,1
Fri Nov 06 21:31:16 +0000 2015,Bruh 😩 https://t.co/pHzhjJ9mcE,,CarsonOnCNN,1
,,,GOP,2
,,,TCOT,2
,,,DECA,1
,,,LOVE,2
,,,dancing,1
,,,cute,1
,,,FrenchMaid,1
Fri Nov 06 21:31:19 +0000 2015,I'm ready to eat 😤,,costumes,1
,,,burlesque,1
,,,WorkTunes,1
,,,teampinkcisd,1
Fri Nov 06 21:31:19 +0000 2015,Hardest decision I've ever had to make https://t.co/4UnaDpIy7Y,,Plano,1
,,,Clerical,2
,,,Coppell,1
,,,swag,1
Fri Nov 06 21:31:21 +0000 2015,Wishing I could see my tigers play...one love man😞,,Irving,1
,,,Dallas,6
,,,Hospitality,1
,,,Apertura2015,1
Fri Nov 06 21:31:22 +0000 2015,In 1 hour I'm seeing @sarashafer15 😍😍😍,,Nursing,1
,,,lakelife,1
,,,winnsboro,1
,,,texas,1
Fri Nov 06 21:31:23 +0000 2015,Disfrutando con Los mejores hermanos del mundo👻🎉✌️ enjoying the day with the best brothers in the… https://t.co/6YzCIFnODP,,lake,1
,,,scenery,1
,,,beautiful,1
,,,love,2
Fri Nov 06 21:31:23 +0000 2015,@ChittaTee Flaws and Notice Me,,adorable,1
,,,sweetmemories,1
,,,CustomerService,1
,,,China,1
Fri Nov 06 21:31:24 +0000 2015,@lynettemhdz @voodoochild9019 lol very!!,,sneakerheat,1
,,,airjordans,1
,,,idc,1
,,,anymore,1
Fri Nov 06 21:31:26 +0000 2015,bueno voy a escuchar ahora si history si ya no pongo ningun tweet es que me mori,,Manufacturing,1
,,,GrandPrairie,1
,,,Spectre007,1
,,,movie,1
Fri Nov 06 21:31:26 +0000 2015,@Ticketmaster Are you really going to refund me because the @dallascowboys have a woman beater on the team??,,wow,1
,,,quickmixxrick,1
,,,QMR,1
,,,dallas,6
Fri Nov 06 21:31:27 +0000 2015,Niggas claiming they balling owning other niggas 300 400 dollars 😭😭😭😭😭😭😭😭😭 I'm so dead,,dallasskyline,1
,,,dfw,1
,,,dallastx,1
,,,avidworldcafe,1
Fri Nov 06 21:31:27 +0000 2015,@elizabethpack21 quit,,markertalk,1
,,,amwriting,1
,,,amblessed,1
,,,church,1
Fri Nov 06 21:31:28 +0000 2015,Game day with my best bro⛹🏾🏀 https://t.co/vWq67GHgJ7,,craft,1
,,,foxcowards,1
,,,,
,,,,
Fri Nov 06 21:31:29 +0000 2015,"Everywhere I go I hear ""Why does Gina talk so much shit on Twitter""",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:30 +0000 2015,@DeaversMichael Nice. I think it's going to be plush.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:31 +0000 2015,"hey all you people  hey all you people hey all you people, won't you listen to me? I'm home",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:31 +0000 2015,Live From New York: It's A Saturday Night Trumptroversy https://t.co/mNDBMRiu9I https://t.co/NYm2CUMt8Q,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:32 +0000 2015,"Thanks for braving the darkness, kid! https://t.co/e6G5fNMFYW",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:32 +0000 2015,Lemme hop off snap until I get a haircut lol,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:33 +0000 2015,@PaladinCornelia @POTUS Bush Sez Rejecting XL Pipeline Is BAD 4 ENVIRONMENT. I'd Like 2 Know Where In World Would THAT COME FR?,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:33 +0000 2015,atb tonight at @Lizard__Lounge! Who am I seeing tonight? 😁😁😁😁😁 https://t.co/FqLicRdQE9,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:34 +0000 2015,@ArekahKane ask away lol,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:35 +0000 2015,Share 😔 https://t.co/jV4R17dKlL,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:36 +0000 2015,"#Saginaw, TX #Healthcare #Job: Physician Assistant – Saginaw at CVS Health https://t.co/tdNnRYfByP #Jobs #Hiring #CareerArc",Saginaw,,
,,Healthcare,,
,,Job,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Fri Nov 06 21:31:37 +0000 2015,Comforter You are to me...,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:38 +0000 2015,@coletheleader Happy Birthday man! Hope you have a good one! Good seeing you last week👌,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:38 +0000 2015,If a black girl did this tho  https://t.co/3nniifNEZj,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:41 +0000 2015,Gracias por compartir tu amor por #PuertoVallarta :) ttps://twitter.com/AvrilDlCastillo/status/662741453974601728,PuertoVallarta,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:41 +0000 2015,Looks like that kid needed a little attitude readjustment and the cop was going to give it to him  https://t.co/x7EhZJKK5p,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:42 +0000 2015,If you with it girl I'm with it,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:43 +0000 2015,@SeanDingo_ @DanielNunez__ I really do rock that Kentucky bull on these hoes!!,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:43 +0000 2015,long dick & longevity,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:45 +0000 2015,✨✨✨✨ https://t.co/pUtTxjIiF6,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:46 +0000 2015,"@Gaiushell seguro, Splatoon es menos de 2gb.",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:47 +0000 2015,"@BranMarisela lmao god your so mad,",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:47 +0000 2015,Wow it's 3:31 and Elena still isn't at the school yet :/,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:49 +0000 2015,"Diana & I came to canes & she really just asked ""Do the strips have bones"" LMFAO BYE CON TU VIDA",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:51 +0000 2015,I don't know too much of anything but I can tell when that happens. Trust me.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:52 +0000 2015,@madisone_jones https://t.co/O23AnhzQjD,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:53 +0000 2015,Think Imma buy the jaybird wireless earphones..,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:53 +0000 2015,@vngelr cant,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:54 +0000 2015,Listening to Undertale music while cramming for an exam fills me with determination.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:54 +0000 2015,@ESPN_JorgeRamos sigen hablando de chivas usted decia q no se habla de segunda division  y esa cpita mx se jugo con equipos  de segunda.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:31:58 +0000 2015,We're #hiring! Read about our latest #job opening here: Seasonal & Regular Retail... - https://t.co/dQ3S7G3wei https://t.co/EosEsMpJ9D,hiring,,
,,job,,
,,,,
,,,,
Fri Nov 06 21:32:02 +0000 2015,really missin' you right now,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:03 +0000 2015,I look pissed off #bitchface #fall #makeup #selfie https://t.co/OeeRz7XM4k,bitchface,,
,,fall,,
,,makeup,,
,,selfie,,
,,,,
Fri Nov 06 21:32:03 +0000 2015,Day three update.  Need to go back in and add more detail to the areas already burned. #art #birds #hawk https://t.co/Gi5cKIjO35,art,,
,,birds,,
,,hawk,,
,,,,
Fri Nov 06 21:32:04 +0000 2015,@LukeMayo33 @feistybunnygirl the guy in the back row is sporting a really bad ass pocket protector. Yo.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:04 +0000 2015,Yup . I will sit and act like a mime  https://t.co/WRvdbaihMQ,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:04 +0000 2015,@sarahemmALYn he's beating double teams with 30 ft 3's and he cause his team to be undefeated still. Lol what more do you want 😭,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:07 +0000 2015,@yungdingle do ur fucking work,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:07 +0000 2015,@kyuuua it's either boob or oversized jacket there's no in between,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:09 +0000 2015,@Arianna483 @NinniLumi @amstandingstill I feel so dumb xD,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:10 +0000 2015,Time to block Jigg,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:15 +0000 2015,This fr made me yawn 😅 https://t.co/bylS1EzoRe,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:15 +0000 2015,@TjOsifo 👅👅👅👅👅 https://t.co/bcp4euETW9,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:17 +0000 2015,"Time to kill this essay #chill #office #vibe #collegelife @ Dean, Texas https://t.co/mthOBTivRL",chill,,
,,office,,
,,vibe,,
,,collegelife,,
Fri Nov 06 21:32:18 +0000 2015,"#Government #Job alert: 911 Call Taker | City of Garland | #Garland, TX https://t.co/sCVhEk2pcE #Jobs #Hiring",Government,,
,,Job,,
,,Garland,,
,,Jobs,,
,,Hiring,,
Fri Nov 06 21:32:19 +0000 2015,my kind of medicine is whiskey straight. I gotta mouth that will put you in your place 🎶,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:21 +0000 2015,Déjame amarte en los versos más oscuros de mi soledad.  --Luisa Abreu,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:21 +0000 2015,"Save a life, grope your wife #susangkomen3day @ Brookhaven College Bookstore https://t.co/20my5e8urc",susangkomen3day,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:23 +0000 2015,@PlayMakerRivers lol 😕,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:24 +0000 2015,"I'm sorry about you and your dads lost. Blacks are targets my friend, your race is not unless you piss those gangster cops off.",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:25 +0000 2015,I am going to do two #DECAMonth Day 5 Photos! #EpicDECAPartner #EpicOfficerTeam @BCTALRHSDECA @TexasDECA @txdeca7 https://t.co/NV8aJfCmEb,DECAMonth,,
,,EpicDECAPartner,,
,,EpicOfficerTeam,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:26 +0000 2015,Talk that thug shit & fuuucckk me crazy,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:30 +0000 2015,My line has been deserted all day.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:31 +0000 2015,I love this so much. May our hearts always be open to who the Lord brings into our midst.. And may… https://t.co/JQgFT1FqZ0,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:32 +0000 2015,"How do we know Ben Carson lies? West Point doesn't have scholarships, U serve the country in xchange. #CarsonOnCNN #GOP #TCOT",CarsonOnCNN,,
,,GOP,,
,,TCOT,,
,,,,
Fri Nov 06 21:32:32 +0000 2015,This is how I feel when I have headaches  https://t.co/xLSrdR7LlA,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:34 +0000 2015,@KaitlynReinecke  Happy birthday!! Hope it's a good one!,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:34 +0000 2015,He's sexy af @Lexibearp1997  https://t.co/JRBJsfHKp8,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:36 +0000 2015,But OMG YEAH KRISTA'S BACK That intro from 2014 is still fantastic lol,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:39 +0000 2015,@Swishhhhhhhhhhh you ain't never lied,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:40 +0000 2015,"Q&A: Remember, remember the fifth of November. Who is Guy Fawkes anyway? https://t.co/B3U7bUo9tX https://t.co/IKZroUFANG",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:41 +0000 2015,Had a great experience at Mock DECA competition! Glad that I won  the competition with Max! #DECA https://t.co/d0enkwfoDo,DECA,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:43 +0000 2015,#LOVE #dancing in these #cute #FrenchMaid #costumes by threadsbymayhem at the @rubyrevue #burlesque… https://t.co/wUVArYQ6qo,LOVE,,
,,dancing,,
,,cute,,
,,FrenchMaid,,
,,costumes,,
,,burlesque,,
Fri Nov 06 21:32:43 +0000 2015,She was doing the best a bitch up yup 😂 https://t.co/cDfHbGgqmA,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:44 +0000 2015,They the goat  https://t.co/luGmpb63m2,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:32:47 +0000 2015,@millionscopy he slept on bro,,,
,,,,
,,,,
,,,,
